"ID","target","log_target","X20aa07010","X963a49cdc","X68a945b18","X935ca66a9","X8.61E.26","X26fc93eb7","X0572565c2","X66ace2992","fb49e4212","X6619d81fc","aca228668","X6eef030c1","bc70cbc26","fc99f9426","X7e814a30d","bd6da0cca","X1db387535","b43a7cfd5","X024c577b9","ea772e115","ad009c8b9","X2ec5b290f","X0ff32eb98","X166008929","X58e056e12","X241f0f867","cbb673163","X1931ccfdd","f02ecb19c","X58e2e02e6","X1fe5d56b9","X9fd594eec","fb0f5dbfe","X91f701ba2","ca2b906e8","X703885424","f97d9431e","X939f628a7","X62fb56487","eeb9cd3aa","X324921c7b","X58232a6fb","c0d2348b7","X491b9ee45","c8d582dd2","d6bb78916","c10f31664","X4bcf15776","X70feb1494","adb64ff71","X11e12dbe8","X9de83dc23","X62e59a501","X15ace8c9f","X5c6487af1","bb0ce54e9","f190486d6","f74e8f13d","X5d3b81ef8","X77deffdf0","c5a231d81","e176a204a","X1702b5bf0","a09a238d0","X190db8488","c47340d97","X8781e4b91","ef30f6be5","X23310aa6f"
"8469f3db5",4133333.34,15.2345947435201,"VLow",-0.524157763503323,-0.479086797762887,-0.477504944345309,-0.452610831503595,-0.523792410018872,-0.48026167838253,-0.537298131884091,-0.538062075761844,-0.472449333110443,3.74729428040629,-0.398727531431848,3.74448636744346,-0.485975040388884,3.7425283544927,-0.453888093213921,-0.503418134695383,-0.362272370501069,-0.36685285369101,-0.48135433934128,-0.476446567594292,-0.51581741140205,-0.479728163282571,-0.4749159822006,-0.381786597768297,-0.370261817274579,-0.460035358969573,-0.509524635781044,-0.47916027497025,-0.357145515016094,-0.482430717067545,-0.549598099022906,-0.393888880061188,-0.475404964002666,-0.463245235588465,-0.509788423495451,-0.462819677882665,3.74197592447279,-0.485449478175412,-0.377479167990418,-0.372005752243088,-0.354788407114301,-0.470593938140891,-0.493116879675822,-0.465836040821493,-0.372910155431028,-0.474192620362157,-0.454925468762598,-0.515371854368374,-0.488228510331429,-0.455691424548432,-0.47040424879068,-0.518176300778863,-0.388308049985288,-0.51767154990042,-0.454015564419965,2.45574730839687,-0.515834865351866,3.73239102073086,-0.47682020662811,-0.48087841303525,-0.487815432006651,-0.372467083535261,-0.459679041574971,-0.481521436850122,-0.467386483491784,-0.470907539925857,3.7495136764305,-0.50041912748561
"950eeb8e9",90500,11.413105129688,"VLow",0.295730260073863,2.38629324487606,0.684440114574031,0.333433032652809,-0.0612526991306304,-0.408147115269485,1.11397301017052,-0.494958023941829,0.90655963367428,-0.488698878265937,0.19410780975108,-0.504431970883746,-0.257709226405347,-0.4418695190948,0.183109942391535,1.72686689364151,-0.194233265736154,-0.2714536717935,-0.48135433934128,-0.399499097799686,-0.27634340386813,3.31115518967467,4.68122291378555,-0.0712549350675642,-0.366520862465675,1.66670415236837,1.15927588902465,-0.07102040889882,-0.349320427015824,-0.449757875553632,-0.532261949414718,1.35614326759506,-0.109009983051442,-0.437381573826515,2.28740825918399,-0.462819677882665,-0.499955137037436,1.22050663202899,0.081285786728514,-0.0274675751639931,-0.266907602669152,3.17159698318198,-0.133710648570595,-0.465836040821493,0.275717847863438,0.297221530333417,-0.454925468762598,-0.515371854368374,4.81940424565014,0.0820964184396487,4.88568393787939,0.1303489216412,-0.11214158308837,1.45847979566135,5.62111767102252,-0.131682119658283,-0.0303550994517919,-0.404845602789387,-0.328248132879961,-0.10459207738342,0.0677837254404689,9.86287585241697,-0.381586290388833,3.3221082507441,0.0732996087892181,-0.470907539925857,-0.503033858035437,-0.476327985553703
"95b87ff04",14000000,16.4545678875795,"VLow",-0.524157763503323,-0.479086797762887,-0.477504944345309,-0.452610831503595,-0.523792410018872,-0.48026167838253,-0.537298131884091,-0.538062075761844,-0.472449333110443,3.74729428040629,-0.0391170117896888,3.74448636744346,-0.485975040388884,3.7425283544927,-0.453888093213921,-0.503418134695383,-0.362272370501069,-0.36685285369101,-0.48135433934128,-0.476446567594292,-0.51581741140205,-0.479728163282571,-0.4749159822006,-0.337808172233567,-0.370261817274579,-0.460035358969573,-0.509524635781044,-0.47916027497025,0.220843939549282,-0.482430717067545,-0.549598099022906,2.42949631757422,-0.475404964002666,-0.463245235588465,-0.509788423495451,-0.462819677882665,3.74197592447279,-0.485449478175412,-0.306727600716906,-0.372005752243088,-0.354788407114301,-0.470593938140891,-0.493116879675822,-0.465836040821493,-0.372910155431028,-0.474192620362157,-0.454925468762598,-0.515371854368374,-0.488228510331429,-0.455691424548432,-0.47040424879068,-0.518176300778863,0.180584878721985,-0.51767154990042,-0.454015564419965,1.11612569262068,-0.515834865351866,3.73239102073086,-0.47682020662811,-0.48087841303525,-0.487815432006651,-0.372467083535261,-0.459679041574971,-0.481521436850122,-0.467386483491784,-0.470907539925857,3.7495136764305,-0.50041912748561
"c952aed51",30000,10.3089526606443,"VLow",-0.472385036081308,-0.408012566537653,-0.40251895507784,-0.373291859756903,-0.47188722333885,-0.426095628755398,-0.485689546657992,-0.486459351424842,-0.416022885145062,-0.524888859409,-0.398727531431848,-0.534713498863293,-0.432724686830759,-0.52264939932721,-0.387183581938256,-0.450124650101684,-0.331725283441068,-0.36685285369101,-0.416880486431816,-0.401524031215333,-0.463753379523689,-0.421839007535777,-0.388199100768105,-0.381786597768297,-0.340156038098154,-0.391076813990923,-0.455760092412857,-0.392454963709143,-0.391558117926371,-0.417956309813424,-0.536989990216951,-0.389513799692048,-0.418856332239418,-0.394481967191425,-0.453573950739758,-0.378696298775744,-0.523751550638262,-0.420884459811967,-0.335735743299046,-0.341851970820836,-0.342733426477924,-0.403770269997611,-0.439987946321977,-0.398309720978588,-0.356276383902322,-0.408325719802765,-0.385952869873926,-0.459441373275392,-0.428429181280703,-0.385873353704365,-0.391134143627963,-0.463451166543941,-0.37920719071174,-0.461885985777816,-0.38449599852985,-0.334585069420567,-0.462155399949046,-0.517482873116387,-0.401858842146089,-0.42002445061883,-0.432905339837901,-0.341520624536799,-0.39033267852168,-0.427920151279689,-0.411198351534527,-0.400409496351469,-0.514045115245343,-0.44506012177564
"c95732596",160000,11.982929094216,"VLow",-0.28468412179074,-0.194896589859672,-0.177673577724994,-0.135454040881028,-0.283706080845672,-0.229717776075427,-0.298583726382774,-0.299374779677504,-0.211450006707765,-0.091344655885797,-0.392202340561769,-0.100457232912398,-0.239666670634653,-0.0898161073900371,-0.187170204033527,-0.256910263259976,-0.312565572030654,-0.327253193280723,-0.223555734322297,-0.176868917254363,-0.432638188874491,-0.211963113368341,-0.128178660696244,-0.241055636057159,-0.27985540939271,-0.184304719378384,-0.260837892074376,-0.132469216778985,-0.401606242290354,-0.224629895502279,-0.32223823922745,-0.353072745528926,-0.213840479060146,-0.188295409118568,-0.249769583884652,-0.126452471571911,-0.0908624725909145,-0.227286348224205,-0.24680102323624,-0.297531264872391,-0.332441488479712,-0.203399600402468,-0.247370136475652,-0.195832151306599,-0.0987499476444562,-0.210823916385688,-0.454925468762598,-0.256666612110308,-0.211627994716002,-0.17652397206205,-0.153442851131496,-0.499453770236148,-0.107501929341071,-0.259636617984702,-0.176041683548236,-0.348390777492945,-0.267541647951624,-0.0862026278454126,-0.177087302175805,-0.199399713377174,-0.233829976860768,-0.345325350672,-0.182397711988819,-0.233589838589962,-0.207489482679927,-0.189021217488055,-0.0813761167455798,-0.244357232370595
"d74453c29",800000,13.5923670066501,"VLow",-0.524157763503323,-0.479086797762887,-0.477504944345309,-0.452610831503595,-0.523792410018872,-0.48026167838253,-0.537298131884091,-0.538062075761844,-0.472449333110443,3.74729428040629,-0.398727531431848,3.74448636744346,-0.485975040388884,3.7425283544927,-0.453888093213921,-0.503418134695383,-0.362272370501069,-0.36685285369101,-0.48135433934128,-0.476446567594292,-0.51581741140205,-0.479728163282571,-0.4749159822006,-0.381786597768297,-0.370261817274579,-0.460035358969573,-0.509524635781044,-0.47916027497025,0.165356951911006,-0.482430717067545,-0.477961117170889,-0.393888880061188,-0.475404964002666,-0.463245235588465,-0.509788423495451,-0.462819677882665,3.74197592447279,-0.485449478175412,2.47616737811834,-0.372005752243088,-0.354788407114301,-0.470593938140891,-0.493116879675822,-0.465836040821493,-0.372910155431028,-0.474192620362157,-0.454925468762598,-0.515371854368374,-0.488228510331429,-0.455691424548432,-0.47040424879068,-0.518176300778863,-0.388308049985288,-0.51767154990042,-0.454015564419965,-0.0129003852122654,-0.515834865351866,3.73239102073086,-0.47682020662811,-0.48087841303525,-0.487815432006651,-0.372467083535261,-0.459679041574971,-0.481521436850122,-0.467386483491784,-0.470907539925857,3.7495136764305,-0.50041912748561
"e77e32574",22134000,16.9126254458069,"VLow",-0.378642701222511,-0.479086797762887,-0.477504944345309,-0.452610831503595,4.85868330931475,-0.416159844504268,-0.48080352675493,-0.480963203270605,0.88312095528866,-0.495716203877824,0.568323156022875,-0.437348439921758,-0.44384289116833,-0.52264939932721,-0.453888093213921,-0.297686363399944,-0.196131161677751,-0.312853316767891,-0.48135433934128,-0.273953226029538,2.06171158399735,-0.389183587487075,-0.462220943252149,-0.346603857340513,0.066182910430996,0.306584861784075,-0.161804837547739,-0.339533478682656,-0.328712879924205,-0.446998835603569,-0.226754099854654,-0.33202524364154,-0.465255210698979,-0.463245235588465,-0.188246073291005,-0.450314851258663,-0.523751550638262,-0.223699403729013,1.86003914703442,-0.166817298778065,-0.354788407114301,-0.441396209267476,-0.422383092666265,-0.313749734869004,0.0610530779862067,-0.474192620362157,-0.454925468762598,0.0215788174245164,-0.408849914960334,-0.455691424548432,-0.47040424879068,-0.36889649674159,-0.339502461528124,-0.36780973858881,3.24116856847804,-0.37208277551156,-0.447544421200349,-0.428797488141475,-0.427723889530426,-0.371197247638554,-0.426082192290304,-0.339872588258774,-0.39720484062606,-0.481521436850122,-0.399894230312357,0.566239353380232,-0.476606840731661,-0.50041912748561
"f43a48254",25300000,17.0463149536977,"VLow",-0.0271228689958766,-0.319009700408756,-0.466527265736333,-0.319102470961206,-0.454687871539553,-0.382634585385937,4.81442054318917,-0.393024832802815,-0.40567247161295,0.401927730840184,-0.398727531431848,-0.481076146640715,-0.41528966087781,-0.493524580161146,-0.424742428377257,-0.503418134695383,-0.27894570106521,-0.334813128449959,-0.48135433934128,0.356476044042063,-0.449582104574549,-0.394093317503289,-0.4749159822006,-0.220092585965892,-0.289385937120159,-0.460035358969573,-0.509524635781044,-0.191444451015144,-0.352966206652314,-0.221047984956245,-0.492288513541292,0.0322439478931081,-0.40747968442906,-0.418208392232926,-0.446588720397334,-0.462819677882665,-0.426693030349708,0.464412458648964,-0.314952470412451,-0.338640325462253,1.15811158770877,-0.470593938140891,-0.288020334586778,-0.465836040821493,-0.167958320346913,-0.474192620362157,-0.268513039333756,0.828283490232272,-0.433913735128551,-0.445313062666206,-0.426841398205763,-0.458270088746552,-0.3347735836703,-0.198582523246758,-0.391385324879321,0.599745433583853,-0.168665305083924,-0.374064262287563,-0.47682020662811,-0.14265795567063,-0.47795977552094,0.0761650143714376,-0.348006407378793,-0.397683529707438,-0.331936513317899,3.27628576718126,-0.500391156305059,-0.456618594091441
"f4dde7e2e",184000,12.1226910365911,"VLow",-0.409664417083883,-0.266184258281893,-0.252884751269332,-0.215011208929046,-0.409006135170343,-0.360475594223197,-0.423167779462358,-0.423944684465381,-0.34766446710449,0.263787924769711,-0.372626767951531,0.25525862521627,-0.368213982000148,0.264734138490577,-0.254075030158436,-0.385561693721196,-0.294718691276161,-0.299580799387311,-0.28822320337374,-0.252016447360023,-0.40067985665721,-0.351708576660827,-0.215155954486146,-0.381786597768297,-0.303684073043011,-0.253470348110101,-0.390626466890694,-0.219434905652067,-0.401606242290354,-0.289297920563084,-0.549598099022906,-0.376388558584626,-0.350349893342784,-0.257265174849582,-0.385472332312144,-0.210828474702025,0.263733469818705,-0.292045256501129,-0.340629393958394,-0.305321852936562,-0.287207554953832,-0.270423941225212,-0.375624337283889,-0.263561253904683,-0.30630315439056,-0.27688861643425,-0.248318359478964,-0.391683799555528,-0.355984650724693,-0.246551707830845,-0.232951005848307,-0.397153823041965,-0.388308049985288,-0.394303973256637,-0.245770017947324,-0.375592701143947,-0.397124843029148,0.267075458320083,-0.25227377698602,-0.346302273301571,-0.366383927087967,-0.304030209007008,-0.251952323419843,-0.362984306145794,-0.343128643946173,-0.259730967957532,0.273039550118783,-0.37799486796143
"7e45f5bd5",14145000,16.4648717627178,"VLow",-0.171858139033988,-0.479086797762887,-0.477504944345309,-0.452610831503595,-0.382204888956801,0.0397498818131218,-0.256606466643355,0.205444632880756,-0.313854287053898,-0.512153013647504,-0.115751754032747,-0.461330525949355,-0.141580741933083,-0.438932067382398,-0.453888093213921,5.02302161385239,-0.158625122831893,-0.293075986369799,0.157575734536298,-0.476446567594292,-0.51581741140205,-0.256255469736958,-0.437026173646762,1.82593036407518,-0.316819605718795,-0.460035358969573,2.15219141762949,4.12950041368322,-0.36159158774352,0.911610520859387,3.74862081209815,1.54287169774998,-0.151951250632042,-0.277398564245112,0.305155116453943,-0.273352607822034,-0.133354159557309,0.0962173539276961,1.74374125832859,-0.308932605895361,0.650162948409069,-0.470593938140891,-0.434957988134631,0.279386858345703,1.88156003049423,-0.207164645121381,-0.454925468762598,-0.453484280614601,-0.488228510331429,-0.455691424548432,-0.47040424879068,-0.453412828311499,-0.20182965898808,-0.458915156919216,-0.172179486487067,-0.183424272770739,-0.515834865351866,-0.447237023631308,0.356534061577421,0.981057015430233,-0.340305480263381,-0.322385092197513,0.560524659920743,-0.41015877854629,-0.404216394309069,-0.432165371835428,-0.303619989964028,-0.429991990043932
